Time_sec,ReferenceWingArea_ft2,ReferenceChord_ft,ReferenceSpan_ft,SpeedOfSound_SeaLevel_fps,StaticPressure_SeaLevel_psf,ThrustLimit_lbs,StabCommand_deg,AileronCommand_deg,RudderCommand_deg,Throttle_norm,AircraftWeight_lbs,CGx_pct,Ixx_slft,Iyy_slft,Izz_slft,Ixy_slft,Ixz_slft,Iyz_slft,AltitudeMeanSeaLevel_ft,MachNumber,TrueAirspeed_fps,TrueAirspeed_kt,EquivilantAirspeed_fps,EquivilantAirspeed_kt,AccelGravity_fts2,SpeedOfSound_kt,SpeedOfSound_fps,AirTemperature_r,AirDensity_slugft3,StaticPressure_psf,DynamicPressure_psf,TotalPressure_psf,Alpha_deg,Alpha_dot_dps,Beta_deg,Beta_dot_dps,Gamma_deg,CL0,CD0,CM0,CL_alpha,CD_alpha,CM_alpha,CL_alpha_dot,CM_alpha_dot,CL_q,CM_q,CL_m,CD_m,CM_m,CL_delta_stab,CM_delta_stab,CY_b,Cl_b,CN_b,Cl_p,CN_p,Cl_r,CN_r,Cl_delta_ail,CN_delta_ail,CY_rud,Cl_delta_rud,CN_delta_rud,Thrust_lb,Lon_FX_lbs,Lon_FY_lbs,Lon_FZ_lbs,LatDir_FX_lbs,LatDir_FY_lbs,LatDir_FZ_lbs,Propulsion_FX_lbs,Propulsion_FY_lbs,Propulsion_FZ_lbs,FX_lbs,FY_lbs,FZ_lbs,Lon_MX_ftlbs,Lon_MY_ftlbs,Lon_MZ_ftlbs,LatDir_MX_ftlbs,LatDir_MY_ftlbs,LatDir_MZ_ftlbs,Propulsion_MX_ftlbs,Propulsion_MY_ftlbs,Propulsion_MZ_ftlbs,MX_ftlbs,MY_ftlbs,MZ_ftlbs,U_dot_fps2,V_dot_fps2,W_dot_fps2,P_dot_dps2,Q_dot_dps2,R_dot_dps2,Phi_dot_dps,Theta_dot_dps,Psi_dot_dps,U_fps,V_fps,W_fps,P_dps,Q_dps,R_dps,Phi_deg,Theta_deg,Psi_deg
0.05,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8209,2.48274e-05,0,0,-3.66117e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.86,0,-15745.8,0,0,0,10188.6,0,0,-7.77187,0,11.8922,0,13.2654,0,0,0,0,0,0,0,0,13.2654,0,-0.0200977,0,0.0414517,0,0.0129678,0,0,0.000676287,0,1684.64,0,445.759,0,0.000676287,0,0,14.8208,0
0.055,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8209,2.59457e-05,0,0,-4.06631e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.86,0,-15745.8,0,0,0,10188.6,0,0,-7.76866,0,11.8687,0,13.1168,0,0,0,0,0,0,0,0,13.1168,0,-0.0205958,0,0.0433118,0,0.0128225,0,0,0.0007404,0,1684.64,0,445.759,0,0.0007404,0,0,14.8208,0
0.06,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8209,2.70507e-05,0,0,-4.47106e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.85,0,-15745.9,0,0,0,10188.6,0,0,-7.76538,0,11.8442,0,12.9625,0,0,0,0,0,0,0,0,12.9625,0,-0.0210881,0,0.0451486,0,0.0126717,0,0,0.000803758,0,1684.64,0,445.76,0,0.000803758,0,0,14.8208,0
0.065,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8209,2.8142e-05,0,0,-4.87539e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.85,0,-15745.9,0,0,0,10188.6,0,0,-7.76204,0,11.8187,0,12.8026,0,0,0,0,0,0,0,0,12.8026,0,-0.0215744,0,0.0469612,0,0.0125153,0,0,0.000866334,0,1684.64,0,445.76,0,0.000866334,0,0,14.8209,0
0.07,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8209,2.92189e-05,0,0,-5.27928e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.84,0,-15745.9,0,0,0,10188.6,0,0,-7.75863,0,11.7923,0,12.6371,0,0,0,0,0,0,0,0,12.6371,0,-0.0220545,0,0.0487488,0,0.0123535,0,0,0.000928102,0,1684.64,0,445.76,0,0.000928102,0,0,14.8209,0
0.075,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8209,3.02811e-05,0,0,-5.68272e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.84,0,-15745.9,0,0,0,10188.6,0,0,-7.75515,0,11.7648,0,12.4661,0,0,0,0,0,0,0,0,12.4661,0,-0.0225282,0,0.0505108,0,0.0121864,0,0,0.000989034,0,1684.64,0,445.76,0,0.000989034,0,0,14.8209,0
0.08,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8209,3.13281e-05,0,0,-6.08569e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.84,0,-15746,0,0,0,10188.6,0,0,-7.75162,0,11.7364,0,12.2898,0,0,0,0,0,0,0,0,12.2898,0,-0.0229953,0,0.0522463,0,0.012014,0,0,0.0010491,0,1684.64,0,445.761,0,0.0010491,0,0,14.8209,0
0.085,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8209,3.23594e-05,0,0,-6.48816e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.83,0,-15746,0,0,0,10188.6,0,0,-7.74802,0,11.7071,0,12.1081,0,0,0,0,0,0,0,0,12.1081,0,-0.0234556,0,0.0539546,0,0.0118364,0,0,0.00110829,0,1684.64,0,445.761,0,0.00110829,0,0,14.8209,0
0.09,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8209,3.33747e-05,0,0,-6.89013e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.82,0,-15746,0,0,0,10188.6,0,0,-7.74436,0,11.6768,0,11.9213,0,0,0,0,0,0,0,0,11.9213,0,-0.0239088,0,0.0556349,0,0.0116537,0,0,0.00116655,0,1684.64,0,445.761,0,0.00116655,0,0,14.8209,0
0.095,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8209,3.43734e-05,0,0,-7.29158e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.82,0,-15746.1,0,0,0,10188.6,0,0,-7.74064,0,11.6456,0,11.7293,0,0,0,0,0,0,0,0,11.7293,0,-0.0243548,0,0.0572866,0,0.0114661,0,0,0.00122389,0,1684.64,0,445.761,0,0.00122389,0,0,14.8209,0
0.1,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.821,3.53551e-05,0,0,-7.69249e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.81,0,-15746.1,0,0,0,10188.6,0,0,-7.73686,0,11.6135,0,11.5323,0,0,0,0,0,0,0,0,11.5323,0,-0.0247933,0,0.0589089,0,0.0112735,0,0,0.00128025,0,1684.64,0,445.762,0,0.00128025,0,0,14.8209,0
0.105,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.821,3.63195e-05,0,0,-8.09284e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.81,0,-15746.1,0,0,0,10188.6,0,0,-7.73302,0,11.5805,0,11.3303,0,0,0,0,0,0,0,0,11.3303,0,-0.0252243,0,0.0605011,0,0.0110761,0,0,0.00133563,0,1684.64,0,445.762,0,0.00133563,0,0,14.8209,0
0.11,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.821,3.7266e-05,0,0,-8.49261e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.8,0,-15746.2,0,0,0,10188.6,0,0,-7.72912,0,11.5467,0,11.1236,0,0,0,0,0,0,0,0,11.1236,0,-0.0256475,0,0.0620626,0,0.010874,0,0,0.00139,0,1684.64,0,445.762,0,0.00139,0,0,14.8209,0
0.115,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.821,3.81944e-05,0,0,-8.8918e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.8,0,-15746.2,0,0,0,10188.6,0,0,-7.72517,0,11.5119,0,10.9121,0,0,0,0,0,0,0,0,10.9121,0,-0.0260627,0,0.0635927,0,0.0106672,0,0,0.00144334,0,1684.64,0,445.763,0,0.00144334,0,0,14.8209,0
0.12,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.821,3.91042e-05,0,0,-9.29039e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.79,0,-15746.2,0,0,0,10188.6,0,0,-7.72116,0,11.4764,0,10.696,0,0,0,0,0,0,0,0,10.696,0,-0.0264698,0,0.0650907,0,0.010456,0,0,0.00149562,0,1684.64,0,445.763,0,0.00149562,0,0,14.8209,0
0.125,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.821,3.9995e-05,0,0,-9.68835e-05,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.78,0,-15746.3,0,0,0,10188.6,0,0,-7.71711,0,11.44,0,10.4754,0,0,0,0,0,0,0,0,10.4754,0,-0.0268685,0,0.0665561,0,0.0102403,0,0,0.00154682,0,1684.64,0,445.763,0,0.00154682,0,0,14.8209,0
0.13,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.821,4.08665e-05,0,0,-0.000100857,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.78,0,-15746.3,0,0,0,10188.6,0,0,-7.71299,0,11.4029,0,10.2504,0,0,0,0,0,0,0,0,10.2504,0,-0.0272587,0,0.0679882,0,0.0100203,0,0,0.00159692,0,1684.64,0,445.764,0,0.00159692,0,0,14.8209,0
0.135,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.821,4.17182e-05,0,0,-0.000104824,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.77,0,-15746.3,0,0,0,10188.6,0,0,-7.70883,0,11.3649,0,10.021,0,0,0,0,0,0,0,0,10.021,0,-0.0276403,0,0.0693865,0,0.00979616,0,0,0.0016459,0,1684.64,0,445.764,0,0.0016459,0,0,14.8209,0
0.14,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8211,4.25499e-05,0,0,-0.000108784,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.77,0,-15746.4,0,0,0,10188.6,0,0,-7.70462,0,11.3262,0,9.78751,0,0,0,0,0,0,0,0,9.78751,0,-0.0280131,0,0.0707502,0,0.00956788,0,0,0.00169374,0,1684.64,0,445.764,0,0.00169374,0,0,14.821,0
0.145,196.1,9.55,21.94,1116.56,2116.23,15600,-5.17922,0,0,0.653115,16300,7,3549,58611,59669,0,0,0,55000,1.8,1742.62,1032.36,605.093,358.467,32.174,573.533,968.123,389.97,0.000286548,191.821,435.084,626.905,14.8211,4.33612e-05,0,0,-0.000112737,0.05,0.0172,0.15,2,0.38,-1.3,0,-2,0,-4.8,-0.2,0,-0.01,0.52,-2.26,-1,-0.09,0.24,-0.27,-0.09,0.15,-0.65,0.017,0.0025,0.05,0.008,-0.04,10188.6,-6026.76,0,-15746.4,0,0,0,10188.6,0,0,-7.70036,0,11.2868,0,9.5499,0,0,0,0,0,0,0,0,9.5499,0,-0.0283769,0,0.0720789,0,0.00933561,0,0,0.00174042,0,1684.64,0,445.765,0,0.00174042,0,0,14.821,0
